"","effect","id","regions","betas","measurement","measurement_value"
"291","initial","saulin_01_vp_37","TPJ",-0.22234,"EC",0.75583865191582
"292","initial","saulin_01_vp_37","TPJ",-0.22234,"PT",1.68660371607151
"293","initial","saulin_01_vp_37","TPJ",-0.22234,"z_int",-0.773489202983219
"294","initial","saulin_01_vp_37","TPJ",-0.22234,"z_init",0.569025206866136
"295","initial","saulin_01_vp_37","TPJ",-0.22234,"z_sust",-0.0418941478690452
"296","initial","saulin_01_vp_37","mpfc",-0.28729,"EC",0.75583865191582
"297","initial","saulin_01_vp_37","mpfc",-0.28729,"PT",1.68660371607151
"298","initial","saulin_01_vp_37","mpfc",-0.28729,"z_int",-0.773489202983219
"299","initial","saulin_01_vp_37","mpfc",-0.28729,"z_init",0.569025206866136
"300","initial","saulin_01_vp_37","mpfc",-0.28729,"z_sust",-0.0418941478690452
"301","initial","saulin_01_vp_38","TPJ",0.88203,"EC",-0.72148234955601
"302","initial","saulin_01_vp_38","TPJ",0.88203,"PT",-0.464530684511221
"303","initial","saulin_01_vp_38","TPJ",0.88203,"z_int",1.10809547326699
"304","initial","saulin_01_vp_38","TPJ",0.88203,"z_init",0.275074547928036
"305","initial","saulin_01_vp_38","TPJ",0.88203,"z_sust",-0.641897269118103
"306","initial","saulin_01_vp_38","mpfc",0.16525,"EC",-0.72148234955601
"307","initial","saulin_01_vp_38","mpfc",0.16525,"PT",-0.464530684511221
"308","initial","saulin_01_vp_38","mpfc",0.16525,"z_int",1.10809547326699
"309","initial","saulin_01_vp_38","mpfc",0.16525,"z_init",0.275074547928036
"310","initial","saulin_01_vp_38","mpfc",0.16525,"z_sust",-0.641897269118103
"311","initial","saulin_01_vp_39","TPJ",0.38037,"EC",1.86382940301969
"312","initial","saulin_01_vp_39","TPJ",0.38037,"PT",1.99390863044047
"313","initial","saulin_01_vp_39","TPJ",0.38037,"z_int",0.920853091436352
"314","initial","saulin_01_vp_39","TPJ",0.38037,"z_init",-0.194004897922087
"315","initial","saulin_01_vp_39","TPJ",0.38037,"z_sust",2.45067648436717
"316","initial","saulin_01_vp_39","mpfc",0.33967,"EC",1.86382940301969
"317","initial","saulin_01_vp_39","mpfc",0.33967,"PT",1.99390863044047
"318","initial","saulin_01_vp_39","mpfc",0.33967,"z_int",0.920853091436352
"319","initial","saulin_01_vp_39","mpfc",0.33967,"z_init",-0.194004897922087
"320","initial","saulin_01_vp_39","mpfc",0.33967,"z_sust",2.45067648436717
"321","initial","saulin_01_vp_40","TPJ",-0.1522,"EC",0.75583865191582
"322","initial","saulin_01_vp_40","TPJ",-0.1522,"PT",-1.38644542761811
"323","initial","saulin_01_vp_40","TPJ",-0.1522,"z_int",0.819386194729027
"324","initial","saulin_01_vp_40","TPJ",-0.1522,"z_init",-0.957510863806474
"325","initial","saulin_01_vp_40","TPJ",-0.1522,"z_sust",1.09949420568337
"326","initial","saulin_01_vp_40","mpfc",-0.91409,"EC",0.75583865191582
"327","initial","saulin_01_vp_40","mpfc",-0.91409,"PT",-1.38644542761811
"328","initial","saulin_01_vp_40","mpfc",-0.91409,"z_int",0.819386194729027
"329","initial","saulin_01_vp_40","mpfc",-0.91409,"z_init",-0.957510863806474
"330","initial","saulin_01_vp_40","mpfc",-0.91409,"z_sust",1.09949420568337
"331","initial","saulin_01_vp_41","TPJ",-1.7412,"EC",0.017178151179905
"332","initial","saulin_01_vp_41","TPJ",-1.7412,"PT",-1.07914051324914
"333","initial","saulin_01_vp_41","TPJ",-1.7412,"z_int",-1.93601220055551
"334","initial","saulin_01_vp_41","TPJ",-1.7412,"z_init",-1.30201985647628
"335","initial","saulin_01_vp_41","TPJ",-1.7412,"z_sust",1.72602808898545
"336","initial","saulin_01_vp_41","mpfc",-1.1357,"EC",0.017178151179905
"337","initial","saulin_01_vp_41","mpfc",-1.1357,"PT",-1.07914051324914
"338","initial","saulin_01_vp_41","mpfc",-1.1357,"z_int",-1.93601220055551
"339","initial","saulin_01_vp_41","mpfc",-1.1357,"z_init",-1.30201985647628
"340","initial","saulin_01_vp_41","mpfc",-1.1357,"z_sust",1.72602808898545
"341","initial","saulin_01_vp_42","TPJ",-0.15993,"EC",-1.82947310065988
"342","initial","saulin_01_vp_42","TPJ",-0.15993,"PT",0.457384058595663
"343","initial","saulin_01_vp_42","TPJ",-0.15993,"z_int",0.875087424128427
"344","initial","saulin_01_vp_42","TPJ",-0.15993,"z_init",0.54077473010538
"345","initial","saulin_01_vp_42","TPJ",-0.15993,"z_sust",-0.411484292861863
"346","initial","saulin_01_vp_42","mpfc",0.51611,"EC",-1.82947310065988
"347","initial","saulin_01_vp_42","mpfc",0.51611,"PT",0.457384058595663
"348","initial","saulin_01_vp_42","mpfc",0.51611,"z_int",0.875087424128427
"349","initial","saulin_01_vp_42","mpfc",0.51611,"z_init",0.54077473010538
"350","initial","saulin_01_vp_42","mpfc",0.51611,"z_sust",-0.411484292861863
"351","initial","saulin_01_vp_43","TPJ",-0.77683,"EC",0.75583865191582
"352","initial","saulin_01_vp_43","TPJ",-0.77683,"PT",0.457384058595663
"353","initial","saulin_01_vp_43","TPJ",-0.77683,"z_int",1.88901880945091
"354","initial","saulin_01_vp_43","TPJ",-0.77683,"z_init",1.96810961182614
"355","initial","saulin_01_vp_43","TPJ",-0.77683,"z_sust",0.257442111360091
"356","initial","saulin_01_vp_43","mpfc",-0.77983,"EC",0.75583865191582
"357","initial","saulin_01_vp_43","mpfc",-0.77983,"PT",0.457384058595663
"358","initial","saulin_01_vp_43","mpfc",-0.77983,"z_int",1.88901880945091
"359","initial","saulin_01_vp_43","mpfc",-0.77983,"z_init",1.96810961182614
"360","initial","saulin_01_vp_43","mpfc",-0.77983,"z_sust",0.257442111360091
"361","initial","saulin_01_vp_44","TPJ",-0.88345,"EC",1.86382940301969
"362","initial","saulin_01_vp_44","TPJ",-0.88345,"PT",1.68660371607151
"363","initial","saulin_01_vp_44","TPJ",-0.88345,"z_int",-0.0571448884840501
"364","initial","saulin_01_vp_44","TPJ",-0.88345,"z_init",-0.970136211520273
"365","initial","saulin_01_vp_44","TPJ",-0.88345,"z_sust",2.16181848325786
"366","initial","saulin_01_vp_44","mpfc",0.20539,"EC",1.86382940301969
"367","initial","saulin_01_vp_44","mpfc",0.20539,"PT",1.68660371607151
"368","initial","saulin_01_vp_44","mpfc",0.20539,"z_int",-0.0571448884840501
"369","initial","saulin_01_vp_44","mpfc",0.20539,"z_init",-0.970136211520273
"370","initial","saulin_01_vp_44","mpfc",0.20539,"z_sust",2.16181848325786
"371","initial","saulin_01_vp_45","TPJ",0.61489,"EC",-0.72148234955601
"372","initial","saulin_01_vp_45","TPJ",0.61489,"PT",-1.07914051324914
"373","initial","saulin_01_vp_45","TPJ",0.61489,"z_int",0.522362609528401
"374","initial","saulin_01_vp_45","TPJ",0.61489,"z_init",0.85262508002317
"375","initial","saulin_01_vp_45","TPJ",0.61489,"z_sust",-0.656123904421701
"376","initial","saulin_01_vp_45","mpfc",1.2475,"EC",-0.72148234955601
"377","initial","saulin_01_vp_45","mpfc",1.2475,"PT",-1.07914051324914
"378","initial","saulin_01_vp_45","mpfc",1.2475,"z_int",0.522362609528401
"379","initial","saulin_01_vp_45","mpfc",1.2475,"z_init",0.85262508002317
"380","initial","saulin_01_vp_45","mpfc",1.2475,"z_sust",-0.656123904421701
"381","initial","saulin_01_vp_46","TPJ",0.15792,"EC",-0.72148234955601
"382","initial","saulin_01_vp_46","TPJ",0.15792,"PT",0.150079144226702
"383","initial","saulin_01_vp_46","TPJ",0.15792,"z_int",-0.134515877118791
"384","initial","saulin_01_vp_46","TPJ",0.15792,"z_init",0.349749887701491
"385","initial","saulin_01_vp_46","TPJ",0.15792,"z_sust",-0.986195857409645
"386","initial","saulin_01_vp_46","mpfc",-0.35524,"EC",-0.72148234955601
"387","initial","saulin_01_vp_46","mpfc",-0.35524,"PT",0.150079144226702
"388","initial","saulin_01_vp_46","mpfc",-0.35524,"z_int",-0.134515877118791
"389","initial","saulin_01_vp_46","mpfc",-0.35524,"z_init",0.349749887701491
"390","initial","saulin_01_vp_46","mpfc",-0.35524,"z_sust",-0.986195857409645
"391","initial","saulin_01_vp_47","TPJ",0.053281,"EC",0.017178151179905
"392","initial","saulin_01_vp_47","TPJ",0.053281,"PT",-0.771835598880183
"393","initial","saulin_01_vp_47","TPJ",0.053281,"z_int",1.48315157695566
"394","initial","saulin_01_vp_47","TPJ",0.053281,"z_init",-1.21919041619441
"395","initial","saulin_01_vp_47","TPJ",0.053281,"z_sust",-0.373930266712328
"396","initial","saulin_01_vp_47","mpfc",0.057087,"EC",0.017178151179905
"397","initial","saulin_01_vp_47","mpfc",0.057087,"PT",-0.771835598880183
"398","initial","saulin_01_vp_47","mpfc",0.057087,"z_int",1.48315157695566
"399","initial","saulin_01_vp_47","mpfc",0.057087,"z_init",-1.21919041619441
"400","initial","saulin_01_vp_47","mpfc",0.057087,"z_sust",-0.373930266712328
"401","initial","saulin_01_vp_48","TPJ",-0.47743,"EC",-0.72148234955601
"402","initial","saulin_01_vp_48","TPJ",-0.47743,"PT",0.150079144226702
"403","initial","saulin_01_vp_48","TPJ",-0.47743,"z_int",-1.45644483290058
"404","initial","saulin_01_vp_48","TPJ",-0.47743,"z_init",-0.434695869485307
"405","initial","saulin_01_vp_48","TPJ",-0.47743,"z_sust",-0.194930841505627
"406","initial","saulin_01_vp_48","mpfc",-0.8565,"EC",-0.72148234955601
"407","initial","saulin_01_vp_48","mpfc",-0.8565,"PT",0.150079144226702
"408","initial","saulin_01_vp_48","mpfc",-0.8565,"z_int",-1.45644483290058
"409","initial","saulin_01_vp_48","mpfc",-0.8565,"z_init",-0.434695869485307
"410","initial","saulin_01_vp_48","mpfc",-0.8565,"z_sust",-0.194930841505627
"411","initial","saulin_01_vp_49","TPJ",1.8038,"EC",-1.09081259992397
"412","initial","saulin_01_vp_49","TPJ",1.8038,"PT",-2.30836017072499
"413","initial","saulin_01_vp_49","TPJ",1.8038,"z_int",0.00810202925568866
"414","initial","saulin_01_vp_49","TPJ",1.8038,"z_init",2.0712358105667
"415","initial","saulin_01_vp_49","TPJ",1.8038,"z_sust",-0.519614574150875
"416","initial","saulin_01_vp_49","mpfc",2.9097,"EC",-1.09081259992397
"417","initial","saulin_01_vp_49","mpfc",2.9097,"PT",-2.30836017072499
"418","initial","saulin_01_vp_49","mpfc",2.9097,"z_int",0.00810202925568866
"419","initial","saulin_01_vp_49","mpfc",2.9097,"z_init",2.0712358105667
"420","initial","saulin_01_vp_49","mpfc",2.9097,"z_sust",-0.519614574150875
"421","initial","saulin_01_vp_50","TPJ",-0.7713,"EC",0.017178151179905
"422","initial","saulin_01_vp_50","TPJ",-0.7713,"PT",-0.15722577014226
"423","initial","saulin_01_vp_50","TPJ",-0.7713,"z_int",0.603449475684354
"424","initial","saulin_01_vp_50","TPJ",-0.7713,"z_init",-0.0029788800918484
"425","initial","saulin_01_vp_50","TPJ",-0.7713,"z_sust",1.82958745918665
"426","initial","saulin_01_vp_50","mpfc",0.20028,"EC",0.017178151179905
"427","initial","saulin_01_vp_50","mpfc",0.20028,"PT",-0.15722577014226
"428","initial","saulin_01_vp_50","mpfc",0.20028,"z_int",0.603449475684354
"429","initial","saulin_01_vp_50","mpfc",0.20028,"z_init",-0.0029788800918484
"430","initial","saulin_01_vp_50","mpfc",0.20028,"z_sust",1.82958745918665
"431","sustained","saulin_01_vp_01","TPJ",-0.68055,"EC",1.12516890228378
"432","sustained","saulin_01_vp_01","TPJ",-0.68055,"PT",0.764688972964625
"433","sustained","saulin_01_vp_01","TPJ",-0.68055,"z_int",-0.0693670154207969
"434","sustained","saulin_01_vp_01","TPJ",-0.68055,"z_init",2.19894575289778
"435","sustained","saulin_01_vp_01","TPJ",-0.68055,"z_sust",-2.16040187008811
"436","sustained","saulin_01_vp_01","mpfc",-0.69421,"EC",1.12516890228378
"437","sustained","saulin_01_vp_01","mpfc",-0.69421,"PT",0.764688972964625
"438","sustained","saulin_01_vp_01","mpfc",-0.69421,"z_int",-0.0693670154207969
"439","sustained","saulin_01_vp_01","mpfc",-0.69421,"z_init",2.19894575289778
"440","sustained","saulin_01_vp_01","mpfc",-0.69421,"z_sust",-2.16040187008811
"441","sustained","saulin_01_vp_03","TPJ",0.025881,"EC",-0.352152099188052
"442","sustained","saulin_01_vp_03","TPJ",0.025881,"PT",-0.771835598880183
"443","sustained","saulin_01_vp_03","TPJ",0.025881,"z_int",0.754019653815259
"444","sustained","saulin_01_vp_03","TPJ",0.025881,"z_init",-1.26359654975235
"445","sustained","saulin_01_vp_03","TPJ",0.025881,"z_sust",0.581134675485867
"446","sustained","saulin_01_vp_03","mpfc",-0.67391,"EC",-0.352152099188052
"447","sustained","saulin_01_vp_03","mpfc",-0.67391,"PT",-0.771835598880183
"448","sustained","saulin_01_vp_03","mpfc",-0.67391,"z_int",0.754019653815259
"449","sustained","saulin_01_vp_03","mpfc",-0.67391,"z_init",-1.26359654975235
"450","sustained","saulin_01_vp_03","mpfc",-0.67391,"z_sust",0.581134675485867
"451","sustained","saulin_01_vp_04","TPJ",-0.53497,"EC",0.386508401547862
"452","sustained","saulin_01_vp_04","TPJ",-0.53497,"PT",0.150079144226702
"453","sustained","saulin_01_vp_04","TPJ",-0.53497,"z_int",0.392489331075333
"454","sustained","saulin_01_vp_04","TPJ",-0.53497,"z_init",0.0869953799300806
"455","sustained","saulin_01_vp_04","TPJ",-0.53497,"z_sust",0.268345090163905
"456","sustained","saulin_01_vp_04","mpfc",-0.64923,"EC",0.386508401547862
"457","sustained","saulin_01_vp_04","mpfc",-0.64923,"PT",0.150079144226702
"458","sustained","saulin_01_vp_04","mpfc",-0.64923,"z_int",0.392489331075333
"459","sustained","saulin_01_vp_04","mpfc",-0.64923,"z_init",0.0869953799300806
"460","sustained","saulin_01_vp_04","mpfc",-0.64923,"z_sust",0.268345090163905
"461","sustained","saulin_01_vp_05","TPJ",0.46103,"EC",-0.352152099188052
"462","sustained","saulin_01_vp_05","TPJ",0.46103,"PT",-1.07914051324914
"463","sustained","saulin_01_vp_05","TPJ",0.46103,"z_int",-0.698622659198815
"464","sustained","saulin_01_vp_05","TPJ",0.46103,"z_init",-0.111098737748924
"465","sustained","saulin_01_vp_05","TPJ",0.46103,"z_sust",-0.944246491198696
"466","sustained","saulin_01_vp_05","mpfc",0.39899,"EC",-0.352152099188052
"467","sustained","saulin_01_vp_05","mpfc",0.39899,"PT",-1.07914051324914
"468","sustained","saulin_01_vp_05","mpfc",0.39899,"z_int",-0.698622659198815
"469","sustained","saulin_01_vp_05","mpfc",0.39899,"z_init",-0.111098737748924
"470","sustained","saulin_01_vp_05","mpfc",0.39899,"z_sust",-0.944246491198696
"471","sustained","saulin_01_vp_06","TPJ",-0.25265,"EC",0.386508401547862
"472","sustained","saulin_01_vp_06","TPJ",-0.25265,"PT",0.457384058595663
"473","sustained","saulin_01_vp_06","TPJ",-0.25265,"z_int",0.396280658126134
"474","sustained","saulin_01_vp_06","TPJ",-0.25265,"z_init",0.299499590303742
"475","sustained","saulin_01_vp_06","TPJ",-0.25265,"z_sust",-0.133586800264813
"476","sustained","saulin_01_vp_06","mpfc",0.12338,"EC",0.386508401547862
"477","sustained","saulin_01_vp_06","mpfc",0.12338,"PT",0.457384058595663
"478","sustained","saulin_01_vp_06","mpfc",0.12338,"z_int",0.396280658126134
"479","sustained","saulin_01_vp_06","mpfc",0.12338,"z_init",0.299499590303742
"480","sustained","saulin_01_vp_06","mpfc",0.12338,"z_sust",-0.133586800264813
"481","sustained","saulin_01_vp_08","TPJ",0.21847,"EC",-1.46014285029192
"482","sustained","saulin_01_vp_08","TPJ",0.21847,"PT",-1.69375034198707
"483","sustained","saulin_01_vp_08","TPJ",0.21847,"z_int",-0.515214443405171
"484","sustained","saulin_01_vp_08","TPJ",0.21847,"z_init",-0.923714072511497
"485","sustained","saulin_01_vp_08","TPJ",0.21847,"z_sust",0.401422313277166
"486","sustained","saulin_01_vp_08","mpfc",0.39125,"EC",-1.46014285029192
"487","sustained","saulin_01_vp_08","mpfc",0.39125,"PT",-1.69375034198707
"488","sustained","saulin_01_vp_08","mpfc",0.39125,"z_int",-0.515214443405171
"489","sustained","saulin_01_vp_08","mpfc",0.39125,"z_init",-0.923714072511497
"490","sustained","saulin_01_vp_08","mpfc",0.39125,"z_sust",0.401422313277166
"491","sustained","saulin_01_vp_11","TPJ",0.018093,"EC",0.75583865191582
"492","sustained","saulin_01_vp_11","TPJ",0.018093,"PT",-1.07914051324914
"493","sustained","saulin_01_vp_11","TPJ",0.018093,"z_int",0.0365629312000224
"494","sustained","saulin_01_vp_11","TPJ",0.018093,"z_init",0.151610264230934
"495","sustained","saulin_01_vp_11","TPJ",0.018093,"z_sust",-0.522220756414767
"496","sustained","saulin_01_vp_11","mpfc",0.097628,"EC",0.75583865191582
"497","sustained","saulin_01_vp_11","mpfc",0.097628,"PT",-1.07914051324914
"498","sustained","saulin_01_vp_11","mpfc",0.097628,"z_int",0.0365629312000224
"499","sustained","saulin_01_vp_11","mpfc",0.097628,"z_init",0.151610264230934
"500","sustained","saulin_01_vp_11","mpfc",0.097628,"z_sust",-0.522220756414767
"501","sustained","saulin_01_vp_12","TPJ",0.095826,"EC",0.017178151179905
"502","sustained","saulin_01_vp_12","TPJ",0.095826,"PT",-0.771835598880183
"503","sustained","saulin_01_vp_12","TPJ",0.095826,"z_int",0.0614761107503813
"504","sustained","saulin_01_vp_12","TPJ",0.095826,"z_init",0.1274998256507
"505","sustained","saulin_01_vp_12","TPJ",0.095826,"z_sust",-0.292252395050647
"506","sustained","saulin_01_vp_12","mpfc",0.2694,"EC",0.017178151179905
"507","sustained","saulin_01_vp_12","mpfc",0.2694,"PT",-0.771835598880183
"508","sustained","saulin_01_vp_12","mpfc",0.2694,"z_int",0.0614761107503813
"509","sustained","saulin_01_vp_12","mpfc",0.2694,"z_init",0.1274998256507
"510","sustained","saulin_01_vp_12","mpfc",0.2694,"z_sust",-0.292252395050647
"511","sustained","saulin_01_vp_14","TPJ",0.18902,"EC",0.75583865191582
"512","sustained","saulin_01_vp_14","TPJ",0.18902,"PT",1.37929880170255
"513","sustained","saulin_01_vp_14","TPJ",0.18902,"z_int",-1.91261072815798
"514","sustained","saulin_01_vp_14","TPJ",0.18902,"z_init",-0.899616694224041
"515","sustained","saulin_01_vp_14","TPJ",0.18902,"z_sust",0.661176081879611
"516","sustained","saulin_01_vp_14","mpfc",-0.57294,"EC",0.75583865191582
"517","sustained","saulin_01_vp_14","mpfc",-0.57294,"PT",1.37929880170255
"518","sustained","saulin_01_vp_14","mpfc",-0.57294,"z_int",-1.91261072815798
"519","sustained","saulin_01_vp_14","mpfc",-0.57294,"z_init",-0.899616694224041
"520","sustained","saulin_01_vp_14","mpfc",-0.57294,"z_sust",0.661176081879611
"521","sustained","saulin_01_vp_15","TPJ",0.5691,"EC",0.386508401547862
"522","sustained","saulin_01_vp_15","TPJ",0.5691,"PT",0.150079144226702
"523","sustained","saulin_01_vp_15","TPJ",0.5691,"z_int",0.460063479397723
"524","sustained","saulin_01_vp_15","TPJ",0.5691,"z_init",0.384433304958075
"525","sustained","saulin_01_vp_15","TPJ",0.5691,"z_sust",-0.0146082768593824
"526","sustained","saulin_01_vp_15","mpfc",-0.40908,"EC",0.386508401547862
"527","sustained","saulin_01_vp_15","mpfc",-0.40908,"PT",0.150079144226702
"528","sustained","saulin_01_vp_15","mpfc",-0.40908,"z_int",0.460063479397723
"529","sustained","saulin_01_vp_15","mpfc",-0.40908,"z_init",0.384433304958075
"530","sustained","saulin_01_vp_15","mpfc",-0.40908,"z_sust",-0.0146082768593824
"531","sustained","saulin_01_vp_17","TPJ",0.23558,"EC",0.75583865191582
"532","sustained","saulin_01_vp_17","TPJ",0.23558,"PT",0.457384058595663
"533","sustained","saulin_01_vp_17","TPJ",0.23558,"z_int",-0.680693167478204
"534","sustained","saulin_01_vp_17","TPJ",0.23558,"z_init",0.0238151128182557
"535","sustained","saulin_01_vp_17","TPJ",0.23558,"z_sust",-0.627818257140421
"536","sustained","saulin_01_vp_17","mpfc",-0.74539,"EC",0.75583865191582
"537","sustained","saulin_01_vp_17","mpfc",-0.74539,"PT",0.457384058595663
"538","sustained","saulin_01_vp_17","mpfc",-0.74539,"z_int",-0.680693167478204
"539","sustained","saulin_01_vp_17","mpfc",-0.74539,"z_init",0.0238151128182557
"540","sustained","saulin_01_vp_17","mpfc",-0.74539,"z_sust",-0.627818257140421
"541","sustained","saulin_01_vp_18","TPJ",0.30737,"EC",0.386508401547862
"542","sustained","saulin_01_vp_18","TPJ",0.30737,"PT",-1.69375034198707
"543","sustained","saulin_01_vp_18","TPJ",0.30737,"z_int",-0.353341032819771
"544","sustained","saulin_01_vp_18","TPJ",0.30737,"z_init",-1.40067422962706
"545","sustained","saulin_01_vp_18","TPJ",0.30737,"z_sust",0.320102461707141
"546","sustained","saulin_01_vp_18","mpfc",1.0495,"EC",0.386508401547862
"547","sustained","saulin_01_vp_18","mpfc",1.0495,"PT",-1.69375034198707
"548","sustained","saulin_01_vp_18","mpfc",1.0495,"z_int",-0.353341032819771
"549","sustained","saulin_01_vp_18","mpfc",1.0495,"z_init",-1.40067422962706
"550","sustained","saulin_01_vp_18","mpfc",1.0495,"z_sust",0.320102461707141
"551","sustained","saulin_01_vp_19","TPJ",0.15875,"EC",0.017178151179905
"552","sustained","saulin_01_vp_19","TPJ",0.15875,"PT",1.07199388733359
"553","sustained","saulin_01_vp_19","TPJ",0.15875,"z_int",2.76454586352154
"554","sustained","saulin_01_vp_19","TPJ",0.15875,"z_init",2.44864780406641
"555","sustained","saulin_01_vp_19","TPJ",0.15875,"z_sust",-3.01438185393544
"556","sustained","saulin_01_vp_19","mpfc",-0.25816,"EC",0.017178151179905
"557","sustained","saulin_01_vp_19","mpfc",-0.25816,"PT",1.07199388733359
"558","sustained","saulin_01_vp_19","mpfc",-0.25816,"z_int",2.76454586352154
"559","sustained","saulin_01_vp_19","mpfc",-0.25816,"z_init",2.44864780406641
"560","sustained","saulin_01_vp_19","mpfc",-0.25816,"z_sust",-3.01438185393544
"561","sustained","saulin_01_vp_20","TPJ",0.32201,"EC",0.017178151179905
"562","sustained","saulin_01_vp_20","TPJ",0.32201,"PT",-0.15722577014226
"563","sustained","saulin_01_vp_20","TPJ",0.32201,"z_int",0.0218987930718948
"564","sustained","saulin_01_vp_20","TPJ",0.32201,"z_init",0.114532578129523
"565","sustained","saulin_01_vp_20","TPJ",0.32201,"z_sust",-0.287653693887691
"566","sustained","saulin_01_vp_20","mpfc",0.21062,"EC",0.017178151179905
"567","sustained","saulin_01_vp_20","mpfc",0.21062,"PT",-0.15722577014226
"568","sustained","saulin_01_vp_20","mpfc",0.21062,"z_int",0.0218987930718948
"569","sustained","saulin_01_vp_20","mpfc",0.21062,"z_init",0.114532578129523
"570","sustained","saulin_01_vp_20","mpfc",0.21062,"z_sust",-0.287653693887691
"571","sustained","saulin_01_vp_21","TPJ",-0.010988,"EC",0.017178151179905
"572","sustained","saulin_01_vp_21","TPJ",-0.010988,"PT",1.99390863044047
"573","sustained","saulin_01_vp_21","TPJ",-0.010988,"z_int",0.211135107070108
"574","sustained","saulin_01_vp_21","TPJ",-0.010988,"z_init",0.189600640906825
"575","sustained","saulin_01_vp_21","TPJ",-0.010988,"z_sust",1.15609985393384
"576","sustained","saulin_01_vp_21","mpfc",0.22749,"EC",0.017178151179905
"577","sustained","saulin_01_vp_21","mpfc",0.22749,"PT",1.99390863044047
